ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
219825_at,1.67E-07,4.36E-08,5.924803,7.649172,1.2220211,CYP26B1,cytochrome P450 family 26 subfamily B member 1
210242_x_at,1.67E-07,4.37E-08,-5.924345,7.647145,-0.434635,ST20,suppressor of tumorigenicity 20
214628_at,1.68E-07,4.37E-08,-5.924143,7.646251,-0.3505247,NHLH1,nescient helix-loop-helix 1
226070_at,1.68E-07,4.38E-08,-5.923404,7.642981,-0.4278071,C9orf142,chromosome 9 open reading frame 142
205281_s_at,1.68E-07,4.39E-08,5.923028,7.641322,1.0553239,PIGA,phosphatidylinositol glycan anchor biosynthesis class A
242608_x_at,1.68E-07,4.39E-08,5.922949,7.640971,0.5105576,FAM161B,family with sequence similarity 161 member B
223167_s_at,1.69E-07,4.40E-08,5.922684,7.639797,0.7433004,USP25,ubiquitin specific peptidase 25
220341_s_at,1.69E-07,4.40E-08,5.922457,7.638794,0.3808834,C5orf45,chromosome 5 open reading frame 45
200691_s_at,1.69E-07,4.41E-08,-5.921885,7.636264,-0.5110304,HSPA9,heat shock protein family A (Hsp70) member 9
243387_at,1.69E-07,4.42E-08,-5.921726,7.635563,-0.3588136,MESP1,mesoderm posterior bHLH transcription factor 1
201030_x_at,1.70E-07,4.44E-08,-5.920675,7.630914,-0.7789178,LDHB,lactate dehydrogenase B
1558706_a_at,1.70E-07,4.45E-08,5.920181,7.628728,0.947934,ATOH8,atonal bHLH transcription factor 8
209780_at,1.70E-07,4.45E-08,-5.920099,7.628367,-0.7511943,PHTF2,putative homeodomain transcription factor 2
212425_at,1.70E-07,4.45E-08,5.919929,7.627616,0.571621,SCAMP1,secretory carrier membrane protein 1
208433_s_at,1.71E-07,4.46E-08,-5.919812,7.627098,-1.0126171,LRP8,LDL receptor related protein 8
209867_s_at,1.71E-07,4.46E-08,5.919515,7.625788,1.0608345,ADGRL3,adhesion G protein-coupled receptor L3
229305_at,1.71E-07,4.47E-08,-5.919244,7.624589,-1.6482299,CENPU,centromere protein U
227002_at,1.71E-07,4.47E-08,5.919213,7.62445,0.8743243,LOC101927137///FAM78A,uncharacterized LOC101927137///family with sequence similarity 78 member A
228277_at,1.71E-07,4.48E-08,-5.9185,7.621296,-0.5914831,FBXL19,F-box and leucine rich repeat protein 19
223617_x_at,1.72E-07,4.50E-08,-5.917794,7.618176,-0.4468783,ATAD3B,"ATPase family, AAA domain containing 3B"
216840_s_at,1.72E-07,4.51E-08,5.917241,7.615734,1.1348522,LAMA2,laminin subunit alpha 2
222183_x_at,1.72E-07,4.51E-08,-5.917037,7.61483,-0.4572131,MBD3,methyl-CpG binding domain protein 3
212615_at,1.73E-07,4.51E-08,5.916893,7.614192,0.638611,CHD9,chromodomain helicase DNA binding protein 9
212080_at,1.73E-07,4.52E-08,5.916745,7.613539,0.5567343,KMT2A,lysine methyltransferase 2A
204678_s_at,1.73E-07,4.52E-08,-5.916744,7.613536,-1.059299,KCNK1,potassium two pore domain channel subfamily K member 1
209950_s_at,1.73E-07,4.53E-08,5.915919,7.609889,0.8115371,VILL,villin like
225554_s_at,1.74E-07,4.55E-08,-5.915378,7.6075,-0.4682376,ANAPC7,anaphase promoting complex subunit 7
212869_x_at,1.74E-07,4.56E-08,5.914465,7.603461,0.1680105,LOC101928826///TPT1,"uncharacterized LOC101928826///tumor protein, translationally-controlled 1"
214574_x_at,1.75E-07,4.57E-08,5.914014,7.60147,0.9835057,LST1,leukocyte specific transcript 1
224450_s_at,1.75E-07,4.58E-08,-5.913866,7.600817,-0.7576024,RIOK1,RIO kinase 1
224737_x_at,1.75E-07,4.59E-08,-5.913034,7.597138,-0.4007066,CCAR1,cell division cycle and apoptosis regulator 1
229513_at,1.76E-07,4.60E-08,5.912778,7.59601,0.943469,STRBP,spermatid perinuclear RNA binding protein
231205_at,1.78E-07,4.65E-08,5.910151,7.5844,0.9749226,,
204458_at,1.78E-07,4.66E-08,5.91009,7.584132,0.5885402,PLA2G15,phospholipase A2 group XV
206058_at,1.78E-07,4.66E-08,5.9098,7.582848,0.6936105,SLC6A12,solute carrier family 6 member 12
208417_at,1.78E-07,4.67E-08,-5.90949,7.581482,-0.3245025,FGF6,fibroblast growth factor 6
209042_s_at,1.79E-07,4.69E-08,5.908408,7.576702,0.4557701,UBE2G2,ubiquitin conjugating enzyme E2 G2
225689_at,1.79E-07,4.70E-08,5.90791,7.574499,0.6183588,POMGNT2,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)"
212398_at,1.80E-07,4.72E-08,5.907001,7.570486,0.8473941,RDX,radixin
222228_s_at,1.80E-07,4.73E-08,-5.906498,7.568264,-0.5703219,ALKBH4,"alkB homolog 4, lysine demethylase"
214814_at,1.81E-07,4.74E-08,5.906223,7.567052,0.6153192,YTHDC1,YTH domain containing 1
211297_s_at,1.81E-07,4.75E-08,-5.905587,7.564241,-0.5985625,CDK7,cyclin dependent kinase 7
224196_x_at,1.82E-07,4.78E-08,-5.904382,7.558918,-0.3822371,DPH5,diphthamide biosynthesis 5
1565689_at,1.83E-07,4.80E-08,5.903234,7.553852,0.8496304,,
201694_s_at,1.83E-07,4.81E-08,5.90294,7.552553,1.2379207,EGR1,early growth response 1
224835_at,1.84E-07,4.83E-08,5.902038,7.548573,0.9063424,GPCPD1,glycerophosphocholine phosphodiesterase 1
222348_at,1.84E-07,4.84E-08,5.901478,7.546098,1.1042005,MAST4,microtubule associated serine/threonine kinase family member 4
209868_s_at,1.84E-07,4.84E-08,5.901449,7.545971,0.6489272,RBMS1,RNA binding motif single stranded interacting protein 1
209817_at,1.85E-07,4.85E-08,-5.900954,7.543785,-0.7366372,PPP3CB,protein phosphatase 3 catalytic subunit beta
221031_s_at,1.85E-07,4.86E-08,5.900679,7.542569,1.5229628,APOLD1,apolipoprotein L domain containing 1
213327_s_at,1.85E-07,4.86E-08,5.900507,7.54181,0.5412558,USP12,ubiquitin specific peptidase 12
205833_s_at,1.86E-07,4.88E-08,-5.899569,7.53767,-0.6877665,PART1,prostate androgen-regulated transcript 1 (non-protein coding)
212574_x_at,1.86E-07,4.88E-08,5.899408,7.536958,0.6965744,TMEM259,transmembrane protein 259
201358_s_at,1.87E-07,4.91E-08,-5.898294,7.532044,-0.3723806,COPB1,coatomer protein complex subunit beta 1
218226_s_at,1.87E-07,4.91E-08,-5.898122,7.531283,-0.4974464,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4
214060_at,1.88E-07,4.93E-08,5.897228,7.52734,0.5375771,SSBP1,single stranded DNA binding protein 1
635_s_at,1.88E-07,4.93E-08,5.897171,7.527087,0.4914962,PPP2R5B,protein phosphatase 2 regulatory subunit B'beta
229577_at,1.88E-07,4.94E-08,5.897015,7.5264,0.4465061,GPAT4,glycerol-3-phosphate acyltransferase 4
238574_at,1.88E-07,4.94E-08,-5.89687,7.52576,-0.6867735,SLC25A51,solute carrier family 25 member 51
202874_s_at,1.89E-07,4.96E-08,-5.895945,7.521676,-0.7439671,ATP6V1C1,ATPase H+ transporting V1 subunit C1
218100_s_at,1.89E-07,4.97E-08,5.895407,7.519302,1.1234097,IFT57,intraflagellar transport 57
214469_at,1.89E-07,4.98E-08,-5.895163,7.518228,-1.3378527,HIST1H2AE,"histone cluster 1, H2ae"
1558685_a_at,1.90E-07,4.99E-08,5.89461,7.515786,0.5020603,CH17-340M24.3,uncharacterized protein BC009467
221237_s_at,1.90E-07,5.00E-08,-5.894102,7.513545,-0.3053596,OSBP2,oxysterol binding protein 2
234305_s_at,1.90E-07,5.01E-08,-5.893986,7.513032,-1.0759177,GSDMC,gasdermin C
226369_at,1.90E-07,5.01E-08,5.893672,7.511647,0.4240178,LINC01089,long intergenic non-protein coding RNA 1089
1557553_at,1.90E-07,5.01E-08,5.89364,7.511506,1.0552714,PPP1R12B,protein phosphatase 1 regulatory subunit 12B
230108_at,1.92E-07,5.05E-08,-5.89196,7.504094,-0.4593499,ERCC6,"ERCC excision repair 6, chromatin remodeling factor"
226032_at,1.92E-07,5.06E-08,-5.891441,7.501808,-0.4911439,CASP2,caspase 2
202016_at,1.92E-07,5.06E-08,-5.891364,7.501466,-1.024741,MEST,mesoderm specific transcript
219963_at,1.92E-07,5.07E-08,-5.891133,7.500449,-0.7407344,DUSP13,dual specificity phosphatase 13
203748_x_at,1.92E-07,5.07E-08,5.891074,7.500185,0.5202006,RBMS1,RNA binding motif single stranded interacting protein 1
230668_at,1.93E-07,5.10E-08,-5.889988,7.495396,-0.3606465,NKAIN4,Na+/K+ transporting ATPase interacting 4
203810_at,1.94E-07,5.10E-08,5.889753,7.494359,1.1150131,DNAJB4,DnaJ heat shock protein family (Hsp40) member B4
218302_at,1.94E-07,5.11E-08,-5.889468,7.493104,-0.7790363,PSENEN,presenilin enhancer gamma-secretase subunit
202815_s_at,1.94E-07,5.11E-08,5.889208,7.491957,0.4893982,HEXIM1,hexamethylene bisacetamide inducible 1
225626_at,1.94E-07,5.13E-08,5.888671,7.48959,1.1229076,PAG1,phosphoprotein membrane anchor with glycosphingolipid microdomains 1
200877_at,1.95E-07,5.14E-08,-5.887975,7.486521,-0.6575954,CCT4,chaperonin containing TCP1 subunit 4
222989_s_at,1.95E-07,5.14E-08,-5.887898,7.486182,-0.8446943,UBQLN1,ubiquilin 1
226579_at,1.95E-07,5.15E-08,5.887807,7.48578,0.3994427,,
1559391_s_at,1.97E-07,5.19E-08,5.886127,7.47837,1.3290411,,
218866_s_at,1.97E-07,5.20E-08,-5.885429,7.475292,-0.6602399,POLR3K,RNA polymerase III subunit K
244385_at,1.97E-07,5.20E-08,-5.885343,7.474912,-0.9361872,KDM4C,lysine demethylase 4C
203859_s_at,1.97E-07,5.21E-08,5.885101,7.473847,0.8405033,PALM,paralemmin
223802_s_at,1.98E-07,5.24E-08,5.883821,7.468205,0.4577264,RBBP6,"RB binding protein 6, ubiquitin ligase"
224907_s_at,1.98E-07,5.24E-08,5.883802,7.46812,0.4865783,SH3GLB2,SH3 domain containing GRB2 like endophilin B2
211484_s_at,1.99E-07,5.24E-08,-5.883671,7.467542,-0.3353388,DSCAM,DS cell adhesion molecule
202970_at,1.99E-07,5.24E-08,-5.883631,7.467365,-0.6842896,DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2
208474_at,1.99E-07,5.26E-08,-5.883164,7.465309,-0.4460219,CLDN6,claudin 6
229103_at,1.99E-07,5.26E-08,-5.882952,7.464373,-1.3311166,LOC101929777///WNT3,uncharacterized LOC101929777///Wnt family member 3
221039_s_at,1.99E-07,5.26E-08,5.882941,7.464326,0.7741918,ASAP1,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1"
233467_s_at,2.00E-07,5.28E-08,5.88233,7.461632,0.4762599,TSPAN32,tetraspanin 32
1555501_s_at,2.00E-07,5.28E-08,-5.882035,7.460333,-1.1200309,RSRC1,arginine and serine rich coiled-coil 1
213257_at,2.00E-07,5.29E-08,5.881743,7.459046,0.3480975,SARM1,sterile alpha and TIR motif containing 1
209379_s_at,2.00E-07,5.29E-08,5.881656,7.458661,0.7820944,CCSER2,coiled-coil serine rich protein 2
218235_s_at,2.01E-07,5.31E-08,-5.88096,7.455595,-0.5618534,UTP11,"UTP11, small subunit processome component homolog (S. cerevisiae)"
213116_at,2.01E-07,5.31E-08,5.88087,7.455196,0.8733001,NEK3,NIMA related kinase 3
223239_at,2.01E-07,5.32E-08,-5.880619,7.454089,-0.6932687,GSKIP,GSK3B interacting protein
213746_s_at,2.01E-07,5.33E-08,5.880214,7.452304,0.9423795,FLNA,filamin A
203790_s_at,2.01E-07,5.33E-08,-5.880003,7.451376,-0.6996973,RIDA,reactive intermediate imine deaminase A homolog
206508_at,2.02E-07,5.35E-08,-5.879102,7.447404,-0.4354747,CD70,CD70 molecule
211800_s_at,2.03E-07,5.37E-08,5.878224,7.443539,0.3108383,USP4,ubiquitin specific peptidase 4
243561_at,2.03E-07,5.38E-08,5.87809,7.442946,0.8786708,,
211851_x_at,2.03E-07,5.38E-08,-5.877933,7.442255,-0.5820302,BRCA1,"BRCA1, DNA repair associated"
227543_at,2.04E-07,5.39E-08,5.877395,7.439886,0.4519669,RNASEH2C,ribonuclease H2 subunit C
218999_at,2.04E-07,5.40E-08,5.877277,7.439364,0.8615778,TMEM140,transmembrane protein 140
203114_at,2.04E-07,5.40E-08,-5.877028,7.438267,-0.5139218,SSSCA1,Sjogren syndrome/scleroderma autoantigen 1
209890_at,2.05E-07,5.42E-08,-5.876217,7.434696,-0.8863533,TSPAN5,tetraspanin 5
231310_at,2.05E-07,5.43E-08,5.876068,7.434038,1.1437391,TRIM71,tripartite motif containing 71
219773_at,2.05E-07,5.43E-08,-5.875811,7.432905,-1.8587497,NOX4,NADPH oxidase 4
212246_at,2.05E-07,5.43E-08,-5.875697,7.432405,-0.5902245,MCFD2,multiple coagulation factor deficiency 2
206949_s_at,2.05E-07,5.44E-08,-5.875607,7.432005,-0.6640622,RUSC1,RUN and SH3 domain containing 1
218401_s_at,2.05E-07,5.44E-08,-5.875518,7.431613,-0.7483411,ZNF281,zinc finger protein 281
209916_at,2.06E-07,5.46E-08,-5.874693,7.42798,-0.9862085,DHTKD1,dehydrogenase E1 and transketolase domain containing 1
203401_at,2.06E-07,5.47E-08,-5.874288,7.426197,-0.8781645,PRPS2,phosphoribosyl pyrophosphate synthetase 2
204724_s_at,2.07E-07,5.48E-08,-5.873715,7.423672,-0.9134768,COL9A3,collagen type IX alpha 3 chain
201478_s_at,2.08E-07,5.51E-08,-5.872649,7.418977,-0.8917799,MIR664B///SNORA56///DKC1,"microRNA 664b///small nucleolar RNA, H/ACA box 56///dyskerin pseudouridine synthase 1"
221981_s_at,2.08E-07,5.52E-08,-5.872152,7.416788,-0.4272683,WDR59,WD repeat domain 59
228555_at,2.08E-07,5.52E-08,5.872103,7.416572,0.9103029,CAMK2D,calcium/calmodulin dependent protein kinase II delta
203325_s_at,2.08E-07,5.53E-08,-5.871862,7.415512,-1.4038487,COL5A1,collagen type V alpha 1 chain
200746_s_at,2.09E-07,5.55E-08,5.871005,7.411738,0.3199203,GNB1,G protein subunit beta 1
218103_at,2.09E-07,5.55E-08,-5.870876,7.411172,-0.5477469,FTSJ3,FtsJ homolog 3
204620_s_at,2.11E-07,5.59E-08,-5.869335,7.404385,-1.321266,VCAN,versican
234863_x_at,2.11E-07,5.61E-08,-5.868774,7.401915,-1.0257738,FBXO5,F-box protein 5
217839_at,2.11E-07,5.61E-08,-5.868586,7.401088,-0.5713432,TFG,TRK-fused gene
217923_at,2.13E-07,5.65E-08,5.867074,7.394432,0.4269187,PEF1,penta-EF-hand domain containing 1
235879_at,2.13E-07,5.66E-08,5.86679,7.39318,1.4978215,,
232035_at,2.13E-07,5.66E-08,-5.866684,7.392714,-1.2560396,HIST1H4H,"histone cluster 1, H4h"
232950_s_at,2.13E-07,5.66E-08,5.866525,7.392014,0.531832,PITPNM2,phosphatidylinositol transfer protein membrane associated 2
226574_at,2.14E-07,5.68E-08,-5.865742,7.388566,-0.6205626,PSPC1,paraspeckle component 1
214039_s_at,2.14E-07,5.69E-08,-5.865468,7.387362,-0.9978102,LAPTM4B,lysosomal protein transmembrane 4 beta
215563_s_at,2.14E-07,5.70E-08,5.865177,7.386081,1.2112995,MST1L,macrophage stimulating 1 like
243303_at,2.15E-07,5.71E-08,5.864535,7.383255,1.1287557,,
221816_s_at,2.16E-07,5.74E-08,5.863517,7.378774,0.4369657,PHF11,PHD finger protein 11
201180_s_at,2.16E-07,5.75E-08,-5.86325,7.377599,-0.4957211,GNAI3,G protein subunit alpha i3
226409_at,2.17E-07,5.77E-08,5.862494,7.374271,0.4758427,TBC1D20,TBC1 domain family member 20
202422_s_at,2.17E-07,5.78E-08,5.862028,7.372223,0.6734789,ACSL4,acyl-CoA synthetase long-chain family member 4
1552343_s_at,2.18E-07,5.79E-08,5.861715,7.370846,0.697303,PDE7A,phosphodiesterase 7A
216204_at,2.18E-07,5.79E-08,-5.861699,7.370773,-0.2560547,COMT,catechol-O-methyltransferase
219031_s_at,2.18E-07,5.79E-08,-5.86163,7.370471,-0.7519479,NIP7,"NIP7, nucleolar pre-rRNA processing protein"
236855_at,2.20E-07,5.84E-08,-5.859564,7.36138,-0.3663972,LINC01561,long intergenic non-protein coding RNA 1561
225581_s_at,2.20E-07,5.85E-08,-5.859321,7.360311,-0.6254859,MRPL50,mitochondrial ribosomal protein L50
212923_s_at,2.20E-07,5.86E-08,5.858779,7.357925,0.7597825,PXDC1,PX domain containing 1
203179_at,2.21E-07,5.87E-08,5.858408,7.356295,0.4704782,GALT,galactose-1-phosphate uridylyltransferase
210175_at,2.21E-07,5.88E-08,-5.858259,7.355638,-0.8479362,GCFC2,GC-rich sequence DNA-binding factor 2
218843_at,2.21E-07,5.88E-08,-5.858249,7.355596,-0.7787013,FNDC4,fibronectin type III domain containing 4
231646_at,2.21E-07,5.88E-08,5.858116,7.355012,0.8995443,DPCR1,diffuse panbronchiolitis critical region 1
211260_at,2.21E-07,5.89E-08,-5.857759,7.353438,-0.2408966,BMP7,bone morphogenetic protein 7
208708_x_at,2.22E-07,5.91E-08,-5.857086,7.350479,-0.6758634,EIF5,eukaryotic translation initiation factor 5
237498_at,2.22E-07,5.92E-08,5.856744,7.348974,0.6999874,NEDD4L,"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase"
202827_s_at,2.22E-07,5.93E-08,-5.856437,7.347625,-1.0513072,MMP14,matrix metallopeptidase 14
226553_at,2.24E-07,5.97E-08,5.854948,7.341075,1.595941,TMPRSS2,"transmembrane protease, serine 2"
220979_s_at,2.24E-07,5.98E-08,5.854379,7.338575,1.4943328,ST6GALNAC5,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5"
221675_s_at,2.25E-07,5.99E-08,5.853913,7.336524,1.0540698,CHPT1,choline phosphotransferase 1
210975_x_at,2.25E-07,6.00E-08,-5.853818,7.33611,-0.4183895,FASTK,Fas activated serine/threonine kinase
214941_s_at,2.25E-07,6.01E-08,-5.85341,7.334312,-0.4573828,PRPF40A,pre-mRNA processing factor 40 homolog A
213590_at,2.25E-07,6.01E-08,5.853214,7.33345,0.9695448,SLC16A5,solute carrier family 16 member 5
209567_at,2.26E-07,6.02E-08,-5.852889,7.33202,-0.8165145,RRS1,ribosome biogenesis regulator homolog
226642_s_at,2.26E-07,6.03E-08,-5.852604,7.330768,-0.5340804,NUDCD2,NudC domain containing 2
1553719_s_at,2.27E-07,6.05E-08,5.851827,7.327353,0.7243283,ZNF548,zinc finger protein 548
1563243_at,2.27E-07,6.06E-08,-5.851493,7.325885,-0.247725,,
200784_s_at,2.28E-07,6.10E-08,5.850156,7.320007,0.6852877,LRP1,LDL receptor related protein 1
211689_s_at,2.29E-07,6.11E-08,5.849717,7.318079,1.7155598,TMPRSS2,"transmembrane protease, serine 2"
226451_at,2.29E-07,6.11E-08,-5.849695,7.317983,-0.452616,FDX1L,ferredoxin 1 like
224736_at,2.29E-07,6.11E-08,-5.84959,7.31752,-0.3895137,CCAR1,cell division cycle and apoptosis regulator 1
242722_at,2.30E-07,6.14E-08,5.848701,7.31361,1.1146333,LMO7,LIM domain 7
223702_x_at,2.31E-07,6.17E-08,-5.847407,7.307923,-0.2626989,FTCD,formimidoyltransferase cyclodeaminase
217516_x_at,2.31E-07,6.18E-08,-5.847118,7.306653,-0.3523978,ARVCF,armadillo repeat gene deleted in velocardiofacial syndrome
203547_at,2.32E-07,6.19E-08,5.846709,7.304856,0.9661889,CD4,CD4 molecule
224535_s_at,2.33E-07,6.22E-08,-5.845631,7.300117,-0.5479536,MRPL57,mitochondrial ribosomal protein L57
225704_at,2.33E-07,6.23E-08,5.845255,7.298469,0.8789715,FBRSL1,fibrosin like 1
227578_at,2.34E-07,6.24E-08,-5.844826,7.296584,-0.8773657,TMPO-AS1,TMPO antisense RNA 1
204276_at,2.35E-07,6.27E-08,5.843748,7.291844,0.6743157,TK2,"thymidine kinase 2, mitochondrial"
219499_at,2.35E-07,6.28E-08,-5.843652,7.291422,-0.5363787,SEC61A2,Sec61 translocon alpha 2 subunit
205284_at,2.35E-07,6.29E-08,-5.843243,7.289627,-0.6728674,URB2,URB2 ribosome biogenesis 2 homolog (S. cerevisiae)
207504_at,2.35E-07,6.30E-08,-5.842939,7.288291,-0.2917078,CA7,carbonic anhydrase 7
224404_s_at,2.36E-07,6.32E-08,-5.842243,7.285233,-1.8829851,FCRL5,Fc receptor like 5
217926_at,2.37E-07,6.33E-08,-5.841652,7.28264,-0.4630324,C19orf53,chromosome 19 open reading frame 53
222900_at,2.37E-07,6.33E-08,-5.841648,7.282619,-0.9831495,NRIP3,nuclear receptor interacting protein 3
224955_at,2.37E-07,6.35E-08,5.841121,7.280304,0.6531711,TEAD1,TEA domain transcription factor 1
212677_s_at,2.37E-07,6.35E-08,5.84104,7.27995,0.6526696,CEP68,centrosomal protein 68
201662_s_at,2.37E-07,6.35E-08,-5.840912,7.279385,-0.6484295,ACSL3,acyl-CoA synthetase long-chain family member 3
222721_at,2.40E-07,6.42E-08,5.838623,7.269334,0.6753308,CNIH4,cornichon family AMPA receptor auxiliary protein 4
227327_at,2.40E-07,6.43E-08,-5.838397,7.268342,-0.4622022,MEGF8,multiple EGF like domains 8
225734_at,2.40E-07,6.43E-08,-5.838168,7.267335,-0.5833797,FBXO22,F-box protein 22
224630_at,2.41E-07,6.46E-08,-5.837276,7.263417,-0.44559,ERLEC1,endoplasmic reticulum lectin 1
207103_at,2.42E-07,6.48E-08,-5.836618,7.260529,-1.3391391,KCND2,potassium voltage-gated channel subfamily D member 2
201191_at,2.42E-07,6.48E-08,5.836476,7.259907,0.5602543,PITPNA,phosphatidylinositol transfer protein alpha
204200_s_at,2.42E-07,6.48E-08,5.836431,7.259706,0.7190206,PDGFB,platelet derived growth factor subunit B
228513_at,2.43E-07,6.50E-08,5.835774,7.256821,0.4443348,TMEM219,transmembrane protein 219
236255_at,2.43E-07,6.51E-08,-5.835384,7.255112,-0.8848921,PLEKHG4B,pleckstrin homology and RhoGEF domain containing G4B
208870_x_at,2.43E-07,6.52E-08,-5.835081,7.253779,-0.4716967,ATP5C1,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"
226648_at,2.43E-07,6.53E-08,5.834837,7.252708,0.6881328,HIF1AN,hypoxia inducible factor 1 alpha subunit inhibitor
226277_at,2.44E-07,6.53E-08,5.834676,7.252005,0.5449358,COL4A3BP,collagen type IV alpha 3 binding protein
208138_at,2.44E-07,6.53E-08,-5.834671,7.251979,-0.3548567,GAST,gastrin
219286_s_at,2.44E-07,6.55E-08,-5.834006,7.249063,-0.4485873,RBM15,RNA binding motif protein 15
228623_at,2.45E-07,6.58E-08,5.833046,7.244847,1.1601816,,
212190_at,2.46E-07,6.59E-08,-5.832795,7.243744,-1.7922029,SERPINE2,serpin family E member 2
219677_at,2.47E-07,6.62E-08,-5.83187,7.239683,-1.067573,SPSB1,splA/ryanodine receptor domain and SOCS box containing 1
222358_x_at,2.47E-07,6.62E-08,5.831743,7.239128,0.5804184,,
204240_s_at,2.47E-07,6.64E-08,-5.831112,7.236358,-1.212263,SMC2,structural maintenance of chromosomes 2
200054_at,2.48E-07,6.65E-08,-5.83066,7.234375,-0.5556388,ZPR1,ZPR1 zinc finger
205259_at,2.48E-07,6.66E-08,5.830333,7.232938,1.8425052,NR3C2,nuclear receptor subfamily 3 group C member 2
213752_at,2.48E-07,6.67E-08,5.830252,7.232584,0.7476569,KAZN,"kazrin, periplakin interacting protein"
225666_at,2.49E-07,6.68E-08,-5.829753,7.230394,-1.1442372,TMTC4,transmembrane and tetratricopeptide repeat containing 4
232053_x_at,2.49E-07,6.69E-08,5.829465,7.229131,0.7272538,RHBDD2,rhomboid domain containing 2
241756_at,2.49E-07,6.69E-08,5.829449,7.229061,0.5712906,,
220108_at,2.49E-07,6.69E-08,5.8294,7.228846,1.5087487,GNA14,G protein subunit alpha 14
229271_x_at,2.49E-07,6.69E-08,-5.82926,7.228232,-2.576732,COL11A1,collagen type XI alpha 1 chain
36711_at,2.50E-07,6.72E-08,5.828574,7.22522,1.0834894,MAFF,MAF bZIP transcription factor F
241415_at,2.51E-07,6.74E-08,5.82779,7.221782,0.3843884,,
223532_at,2.51E-07,6.75E-08,-5.82736,7.219893,-0.5862263,ANKRD39,ankyrin repeat domain 39
203024_s_at,2.51E-07,6.76E-08,-5.82721,7.219234,-0.4124579,C5orf15,chromosome 5 open reading frame 15
225321_s_at,2.52E-07,6.77E-08,5.826838,7.217602,0.6520579,MIR6840///STAG3L5P-PVRIG2P-PILRB///PILRB,microRNA 6840///STAG3L5P-PVRIG2P-PILRB readthrough///paired immunoglobin-like type 2 receptor beta
218238_at,2.52E-07,6.77E-08,-5.82666,7.216821,-0.897779,GTPBP4,GTP binding protein 4
205823_at,2.52E-07,6.79E-08,5.826135,7.214519,0.5918896,RGS12,regulator of G-protein signaling 12
244615_x_at,2.53E-07,6.80E-08,-5.825618,7.212253,-0.4390215,TARSL2,threonyl-tRNA synthetase like 2
213986_s_at,2.53E-07,6.81E-08,5.825496,7.211715,0.7607374,TMEM259,transmembrane protein 259
217106_x_at,2.53E-07,6.82E-08,-5.825217,7.210494,-0.3224774,DIMT1,DIM1 dimethyladenosine transferase 1 homolog
210416_s_at,2.53E-07,6.82E-08,-5.825159,7.21024,-0.95985,CHEK2,checkpoint kinase 2
